Équipement,ID d'équipement,Données performance,Période statistique,Heure de début stats,Valeur,Unité,
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-10 00:00:00, 147802.06, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-10 00:00:00, 5671,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-10 00:00:00, 5575,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-10 00:00:00, 15.68, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-10 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-10 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-10 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-10 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-10 00:00:00, 42, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-10 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-10 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-10 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-10 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-10 00:00:00, 399.05, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-10 00:00:00, 435.16, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-11 00:00:00, 111442.336, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-11 00:00:00, 277770.031, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-11 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-11 00:00:00, 148101.31, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-11 00:00:00, 5674,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-11 00:00:00, 5576,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-11 00:00:00, 16.52, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-11 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-11 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-11 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-11 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-11 00:00:00, 42, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-11 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-11 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-11 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-11 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-11 00:00:00, 340.67, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-11 00:00:00, 397.52, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-12 00:00:00, 111632.836, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-12 00:00:00, 278244.844, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-12 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-12 00:00:00, 148483.95, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-12 00:00:00, 5675,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-12 00:00:00, 5577,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-12 00:00:00, 15.70, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-12 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-12 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-12 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-12 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-12 00:00:00, 42, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-12 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-12 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-12 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-12 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-12 00:00:00, 392.52, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-12 00:00:00, 449.52, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-13 00:00:00, 111737.766, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-13 00:00:00, 278506.375, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-13 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-13 00:00:00, 148788.98, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-13 00:00:00, 5676,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-13 00:00:00, 5578,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-13 00:00:00, 14.55, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-13 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-13 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-13 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-13 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-13 00:00:00, 42, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-13 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-13 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-13 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-13 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-13 00:00:00, 326.30, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-13 00:00:00, 388.27, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-14 00:00:00, 111895.750, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-14 00:00:00, 278900.156, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-14 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-14 00:00:00, 149047.80, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-14 00:00:00, 5678,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-14 00:00:00, 5580,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-14 00:00:00, 14.60, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-14 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-14 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-14 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-14 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-14 00:00:00, 43, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-14 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-14 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-14 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-14 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-14 00:00:00, 363.08, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-14 00:00:00, 425.00, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-15 00:00:00, 112096.438, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-15 00:00:00, 279400.375, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-15 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-15 00:00:00, 149439.95, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-15 00:00:00, 5679,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-15 00:00:00, 5581,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-15 00:00:00, 16.25, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-15 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-15 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-15 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-15 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-15 00:00:00, 42, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-15 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-15 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-15 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-15 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-15 00:00:00, 405.31, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-15 00:00:00, 474.04, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-16 00:00:00, 112171.703, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-16 00:00:00, 279587.969, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-16 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-16 00:00:00, 149747.31, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-16 00:00:00, 5680,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-16 00:00:00, 5582,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-16 00:00:00, 14.75, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-16 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-16 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-16 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-16 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-16 00:00:00, 42, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-16 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-16 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-16 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-16 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-16 00:00:00, 317.16, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-16 00:00:00, 369.59, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-17 00:00:00, 112361.242, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-17 00:00:00, 280060.375, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-17 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-17 00:00:00, 150120.67, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-17 00:00:00, 5681,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-17 00:00:00, 5583,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-17 00:00:00, 13.98, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-17 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-17 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-17 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-17 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-17 00:00:00, 42, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-17 00:00:00, 32, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-17 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-17 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-17 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-17 00:00:00, 388.20, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-17 00:00:00, 452.04, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-18 00:00:00, 112576.242, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-18 00:00:00, 280596.281, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-18 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-18 00:00:00, 150500.19, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-18 00:00:00, 5682,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-18 00:00:00, 5584,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-18 00:00:00, 14.72, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-18 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-18 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-18 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-18 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-18 00:00:00, 42, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-18 00:00:00, 31, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-18 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-18 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-18 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-18 00:00:00, 390.46, kWh
Система микросети, 0x01, Alimentation principale solaire, 1 Jour, 2022-01-18 00:00:00, 485.14, kWh
Система микросети, 0x01, Économie de charbon standard, 1 Jour, 2022-01-19 00:00:00, 112775.977, kg
Система микросети, 0x01, Réduction des émissions de CO2, 1 Jour, 2022-01-19 00:00:00, 281094.125, kg
Система микросети, 0x01, Plantation équivalente d'arbres, 1 Jour, 2022-01-19 00:00:00, 40.217,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Capac. décharge totale, 1 Jour, 2022-01-19 00:00:00, 150774.78, kWh
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nb. charges élém. bat., 1 Jour, 2022-01-19 00:00:00, 5684,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Nombre de décharges, 1 Jour, 2022-01-19 00:00:00, 5586,  
Coffret de puissance1-Groupe Batteries Lihv, 0xE88, Durée décharge max. quot., 1 Jour, 2022-01-19 00:00:00, 14.53, h
Régulateur, 0xEE8, Durée d'utilisation SIM1, 1 Jour, 2022-01-19 00:00:00, 0.00, h
Régulateur, 0xEE8, Durée d'utilisation SIM2, 1 Jour, 2022-01-19 00:00:00, 0.00, h
Régulateur, 0xEE8, Commutations de carte SIM1 vers SIM2, 1 Jour, 2022-01-19 00:00:00, 0,  
Régulateur, 0xEE8, Commutations de carte SIM2 vers SIM1, 1 Jour, 2022-01-19 00:00:00, 0,  
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus élevée, 1 Jour, 2022-01-19 00:00:00, 43, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante la plus basse, 1 Jour, 2022-01-19 00:00:00, 30, degC
Coffret de puissance1-Capteur T/H, 0x863, Température ambiante moyenne, 1 Jour, 2022-01-19 00:00:00, 36, degC
Coffret de puissance1-Capteur T/H, 0x863, Durée de température élevée, 1 Jour, 2022-01-19 00:00:00, 0.00, h
Coffret de puissance1-Capteur T/H, 0x863, Durée de température basse, 1 Jour, 2022-01-19 00:00:00, 0.00, h
Система микросети, 0x01, Consommation de la puissance de charge, 1 Jour, 2022-01-19 00:00:00, 431.85, kWh
